"sub"	"vax"	"choice"	"covid_vax_attitude"
215	"Bharat Biotech"	1	"Neutral"
215	"BioNTech/Pfizer"	0	"Neutral"
215	"CanSino Biologics"	1	"Neutral"
216	"CanSino Biologics"	1	"Pro"
216	"AstraZeneca"	0	"Pro"
216	"Johnson & Johnson"	0	"Pro"
216	"Bharat Biotech"	1	"Pro"
216	"Novavax"	1	"Pro"
216	"Moderna"	0	"Pro"
216	"BioNTech/Pfizer"	0	"Pro"
216	"Sinovac"	0	"Pro"
217	"Johnson & Johnson"	0	"Anti"
217	"CanSino Biologics"	0	"Anti"
217	"Sinovac"	0	"Anti"
217	"Moderna"	0	"Anti"
217	"AstraZeneca"	0	"Anti"
217	"BioNTech/Pfizer"	0	"Anti"
217	"Novavax"	0	"Anti"
217	"Bharat Biotech"	0	"Anti"
218	"BioNTech/Pfizer"	1	"Pro"
218	"Moderna"	1	"Pro"
218	"Novavax"	0	"Pro"
218	"CanSino Biologics"	0	"Pro"
218	"Sinovac"	0	"Pro"
218	"Bharat Biotech"	1	"Pro"
218	"Johnson & Johnson"	0	"Pro"
218	"AstraZeneca"	1	"Pro"
219	"Sinovac"	0	"Anti"
219	"BioNTech/Pfizer"	0	"Anti"
219	"Novavax"	1	"Anti"
219	"Johnson & Johnson"	0	"Anti"
219	"AstraZeneca"	0	"Anti"
219	"Moderna"	0	"Anti"
219	"Bharat Biotech"	1	"Anti"
219	"CanSino Biologics"	0	"Anti"
220	"Sinovac"	0	"Pro"
220	"Bharat Biotech"	1	"Pro"
220	"BioNTech/Pfizer"	1	"Pro"
220	"Johnson & Johnson"	0	"Pro"
220	"Moderna"	1	"Pro"
220	"CanSino Biologics"	1	"Pro"
220	"AstraZeneca"	1	"Pro"
220	"Novavax"	1	"Pro"
221	"CanSino Biologics"	1	"Neutral"
221	"AstraZeneca"	0	"Neutral"
221	"BioNTech/Pfizer"	0	"Neutral"
221	"Sinovac"	0	"Neutral"
221	"Johnson & Johnson"	0	"Neutral"
221	"Moderna"	1	"Neutral"
221	"Bharat Biotech"	1	"Neutral"
221	"Novavax"	0	"Neutral"
222	"Sinovac"	0	"Neutral"
222	"CanSino Biologics"	0	"Neutral"
222	"BioNTech/Pfizer"	0	"Neutral"
222	"AstraZeneca"	0	"Neutral"
222	"Bharat Biotech"	1	"Neutral"
222	"Moderna"	0	"Neutral"
222	"Johnson & Johnson"	0	"Neutral"
222	"Novavax"	0	"Neutral"
223	"Johnson & Johnson"	1	"Neutral"
223	"CanSino Biologics"	0	"Neutral"
223	"Bharat Biotech"	1	"Neutral"
223	"Sinovac"	0	"Neutral"
223	"BioNTech/Pfizer"	1	"Neutral"
223	"AstraZeneca"	1	"Neutral"
223	"Moderna"	1	"Neutral"
223	"Novavax"	0	"Neutral"
224	"Sinovac"	0	"Anti"
224	"AstraZeneca"	1	"Anti"
224	"Johnson & Johnson"	0	"Anti"
224	"Moderna"	1	"Anti"
224	"Bharat Biotech"	1	"Anti"
224	"BioNTech/Pfizer"	1	"Anti"
224	"Novavax"	0	"Anti"
224	"CanSino Biologics"	0	"Anti"
225	"Johnson & Johnson"	1	"Neutral"
225	"Novavax"	1	"Neutral"
225	"Sinovac"	1	"Neutral"
225	"AstraZeneca"	1	"Neutral"
225	"Moderna"	1	"Neutral"
225	"BioNTech/Pfizer"	1	"Neutral"
225	"CanSino Biologics"	1	"Neutral"
225	"Bharat Biotech"	1	"Neutral"
226	"Sinovac"	0	"Anti"
226	"Bharat Biotech"	0	"Anti"
226	"Johnson & Johnson"	0	"Anti"
226	"CanSino Biologics"	0	"Anti"
226	"Moderna"	0	"Anti"
226	"BioNTech/Pfizer"	0	"Anti"
226	"Novavax"	0	"Anti"
226	"AstraZeneca"	0	"Anti"
227	"AstraZeneca"	1	"Pro"
227	"Johnson & Johnson"	1	"Pro"
227	"Novavax"	1	"Pro"
227	"Moderna"	1	"Pro"
227	"BioNTech/Pfizer"	1	"Pro"
227	"Sinovac"	0	"Pro"
227	"CanSino Biologics"	0	"Pro"
227	"Bharat Biotech"	1	"Pro"
228	"BioNTech/Pfizer"	1	"Pro"
228	"Moderna"	1	"Pro"
228	"Novavax"	1	"Pro"
228	"AstraZeneca"	1	"Pro"
228	"Bharat Biotech"	1	"Pro"
228	"Sinovac"	0	"Pro"
228	"CanSino Biologics"	0	"Pro"
228	"Johnson & Johnson"	0	"Pro"
229	"AstraZeneca"	0	"Anti"
229	"Bharat Biotech"	0	"Anti"
229	"BioNTech/Pfizer"	0	"Anti"
229	"Moderna"	0	"Anti"
229	"CanSino Biologics"	0	"Anti"
229	"Sinovac"	0	"Anti"
229	"Novavax"	0	"Anti"
229	"Johnson & Johnson"	0	"Anti"
230	"Johnson & Johnson"	1	"Pro"
230	"Sinovac"	0	"Pro"
230	"Moderna"	1	"Pro"
230	"Bharat Biotech"	1	"Pro"
230	"Novavax"	1	"Pro"
230	"AstraZeneca"	1	"Pro"
230	"BioNTech/Pfizer"	1	"Pro"
230	"CanSino Biologics"	0	"Pro"
231	"Johnson & Johnson"	0	"Neutral"
231	"Novavax"	1	"Neutral"
231	"AstraZeneca"	0	"Neutral"
231	"CanSino Biologics"	1	"Neutral"
231	"Moderna"	1	"Neutral"
231	"BioNTech/Pfizer"	1	"Neutral"
231	"Sinovac"	0	"Neutral"
231	"Bharat Biotech"	1	"Neutral"
232	"Novavax"	1	"Pro"
232	"Johnson & Johnson"	1	"Pro"
232	"BioNTech/Pfizer"	1	"Pro"
232	"CanSino Biologics"	1	"Pro"
232	"Bharat Biotech"	1	"Pro"
232	"Sinovac"	1	"Pro"
232	"Moderna"	1	"Pro"
232	"AstraZeneca"	1	"Pro"
233	"CanSino Biologics"	0	"Pro"
233	"Novavax"	1	"Pro"
233	"Bharat Biotech"	1	"Pro"
233	"Sinovac"	1	"Pro"
233	"Johnson & Johnson"	1	"Pro"
233	"BioNTech/Pfizer"	1	"Pro"
233	"AstraZeneca"	1	"Pro"
233	"Moderna"	1	"Pro"
234	"Johnson & Johnson"	1	"Neutral"
234	"Bharat Biotech"	1	"Neutral"
234	"AstraZeneca"	1	"Neutral"
234	"CanSino Biologics"	1	"Neutral"
234	"Novavax"	0	"Neutral"
234	"Moderna"	0	"Neutral"
234	"Sinovac"	0	"Neutral"
234	"BioNTech/Pfizer"	1	"Neutral"
235	"Bharat Biotech"	0	"Pro"
235	"Sinovac"	0	"Pro"
235	"Johnson & Johnson"	1	"Pro"
235	"CanSino Biologics"	0	"Pro"
235	"Moderna"	1	"Pro"
235	"BioNTech/Pfizer"	1	"Pro"
235	"Novavax"	0	"Pro"
235	"AstraZeneca"	0	"Pro"
236	"CanSino Biologics"	0	"Pro"
236	"Moderna"	1	"Pro"
236	"Novavax"	0	"Pro"
236	"Johnson & Johnson"	0	"Pro"
236	"Sinovac"	0	"Pro"
236	"BioNTech/Pfizer"	1	"Pro"
236	"AstraZeneca"	0	"Pro"
236	"Bharat Biotech"	0	"Pro"
237	"Johnson & Johnson"	1	"Pro"
237	"CanSino Biologics"	0	"Pro"
237	"Bharat Biotech"	1	"Pro"
237	"Novavax"	1	"Pro"
237	"Sinovac"	0	"Pro"
237	"AstraZeneca"	1	"Pro"
237	"Moderna"	1	"Pro"
237	"BioNTech/Pfizer"	1	"Pro"
238	"Novavax"	1	"Anti"
238	"Johnson & Johnson"	0	"Anti"
238	"Sinovac"	1	"Anti"
238	"AstraZeneca"	0	"Anti"
238	"BioNTech/Pfizer"	0	"Anti"
238	"Bharat Biotech"	1	"Anti"
238	"Moderna"	0	"Anti"
238	"CanSino Biologics"	0	"Anti"
239	"BioNTech/Pfizer"	1	"Pro"
239	"Moderna"	1	"Pro"
239	"Johnson & Johnson"	0	"Pro"
239	"Novavax"	0	"Pro"
239	"Bharat Biotech"	0	"Pro"
239	"Sinovac"	0	"Pro"
239	"AstraZeneca"	1	"Pro"
239	"CanSino Biologics"	1	"Pro"
240	"Bharat Biotech"	1	"Pro"
240	"BioNTech/Pfizer"	1	"Pro"
240	"AstraZeneca"	0	"Pro"
240	"Sinovac"	0	"Pro"
240	"Moderna"	1	"Pro"
240	"Novavax"	1	"Pro"
240	"Johnson & Johnson"	1	"Pro"
240	"CanSino Biologics"	0	"Pro"
241	"Novavax"	1	"Pro"
241	"Moderna"	1	"Pro"
241	"Johnson & Johnson"	1	"Pro"
241	"CanSino Biologics"	1	"Pro"
241	"Sinovac"	0	"Pro"
241	"Bharat Biotech"	1	"Pro"
241	"BioNTech/Pfizer"	1	"Pro"
241	"AstraZeneca"	0	"Pro"
242	"Bharat Biotech"	1	"Pro"
242	"Sinovac"	1	"Pro"
242	"AstraZeneca"	1	"Pro"
242	"Moderna"	1	"Pro"
242	"Novavax"	1	"Pro"
242	"Johnson & Johnson"	1	"Pro"
242	"BioNTech/Pfizer"	1	"Pro"
242	"CanSino Biologics"	1	"Pro"
243	"Novavax"	0	"Neutral"
243	"AstraZeneca"	0	"Neutral"
243	"BioNTech/Pfizer"	0	"Neutral"
243	"Johnson & Johnson"	0	"Neutral"
243	"Sinovac"	0	"Neutral"
243	"Moderna"	0	"Neutral"
243	"Bharat Biotech"	1	"Neutral"
243	"CanSino Biologics"	0	"Neutral"
244	"Sinovac"	1	"Pro"
244	"AstraZeneca"	1	"Pro"
244	"Johnson & Johnson"	1	"Pro"
244	"CanSino Biologics"	1	"Pro"
244	"Moderna"	1	"Pro"
244	"BioNTech/Pfizer"	1	"Pro"
244	"Bharat Biotech"	1	"Pro"
244	"Novavax"	1	"Pro"
245	"Sinovac"	0	"Neutral"
245	"Novavax"	1	"Neutral"
245	"BioNTech/Pfizer"	0	"Neutral"
245	"Bharat Biotech"	0	"Neutral"
245	"Johnson & Johnson"	1	"Neutral"
245	"AstraZeneca"	1	"Neutral"
245	"CanSino Biologics"	0	"Neutral"
245	"Moderna"	0	"Neutral"
246	"Sinovac"	0	"Anti"
246	"AstraZeneca"	0	"Anti"
246	"Novavax"	0	"Anti"
246	"Bharat Biotech"	0	"Anti"
246	"Moderna"	0	"Anti"
246	"CanSino Biologics"	0	"Anti"
246	"BioNTech/Pfizer"	0	"Anti"
246	"Johnson & Johnson"	0	"Anti"
247	"AstraZeneca"	1	"Pro"
247	"Novavax"	0	"Pro"
247	"Bharat Biotech"	1	"Pro"
247	"CanSino Biologics"	0	"Pro"
247	"Moderna"	1	"Pro"
247	"Johnson & Johnson"	0	"Pro"
247	"Sinovac"	0	"Pro"
247	"BioNTech/Pfizer"	1	"Pro"
248	"Johnson & Johnson"	0	"Anti"
248	"Novavax"	0	"Anti"
248	"CanSino Biologics"	0	"Anti"
248	"Bharat Biotech"	0	"Anti"
248	"Moderna"	0	"Anti"
248	"AstraZeneca"	0	"Anti"
248	"BioNTech/Pfizer"	0	"Anti"
248	"Sinovac"	0	"Anti"
249	"AstraZeneca"	1	"Anti"
249	"BioNTech/Pfizer"	1	"Anti"
249	"Bharat Biotech"	1	"Anti"
249	"CanSino Biologics"	0	"Anti"
249	"Novavax"	0	"Anti"
249	"Sinovac"	0	"Anti"
249	"Johnson & Johnson"	0	"Anti"
249	"Moderna"	0	"Anti"
250	"Johnson & Johnson"	0	"Pro"
250	"Novavax"	1	"Pro"
250	"BioNTech/Pfizer"	1	"Pro"
250	"Moderna"	1	"Pro"
250	"CanSino Biologics"	0	"Pro"
250	"Bharat Biotech"	1	"Pro"
250	"AstraZeneca"	1	"Pro"
250	"Sinovac"	0	"Pro"
251	"Moderna"	0	"Neutral"
251	"Sinovac"	0	"Neutral"
251	"Johnson & Johnson"	0	"Neutral"
251	"Novavax"	0	"Neutral"
251	"CanSino Biologics"	0	"Neutral"
251	"Bharat Biotech"	1	"Neutral"
251	"BioNTech/Pfizer"	1	"Neutral"
251	"AstraZeneca"	1	"Neutral"
252	"Moderna"	1	"Pro"
252	"BioNTech/Pfizer"	1	"Pro"
252	"Johnson & Johnson"	1	"Pro"
252	"Novavax"	0	"Pro"
252	"Sinovac"	0	"Pro"
252	"Bharat Biotech"	1	"Pro"
252	"AstraZeneca"	1	"Pro"
252	"CanSino Biologics"	0	"Pro"
253	"Novavax"	1	"Neutral"
253	"CanSino Biologics"	1	"Neutral"
253	"BioNTech/Pfizer"	1	"Neutral"
253	"Johnson & Johnson"	1	"Neutral"
253	"Sinovac"	1	"Neutral"
253	"AstraZeneca"	1	"Neutral"
253	"Bharat Biotech"	1	"Neutral"
253	"Moderna"	1	"Neutral"
254	"BioNTech/Pfizer"	1	"Pro"
254	"Moderna"	0	"Pro"
254	"Johnson & Johnson"	0	"Pro"
254	"AstraZeneca"	0	"Pro"
254	"CanSino Biologics"	0	"Pro"
254	"Sinovac"	0	"Pro"
254	"Novavax"	0	"Pro"
254	"Bharat Biotech"	0	"Pro"
255	"AstraZeneca"	0	"Pro"
255	"Bharat Biotech"	1	"Pro"
255	"Johnson & Johnson"	0	"Pro"
255	"CanSino Biologics"	0	"Pro"
255	"Novavax"	1	"Pro"
255	"BioNTech/Pfizer"	1	"Pro"
255	"Moderna"	1	"Pro"
255	"Sinovac"	1	"Pro"
256	"CanSino Biologics"	0	"Pro"
256	"Novavax"	1	"Pro"
256	"AstraZeneca"	1	"Pro"
256	"Bharat Biotech"	1	"Pro"
256	"Sinovac"	0	"Pro"
256	"Johnson & Johnson"	0	"Pro"
256	"BioNTech/Pfizer"	1	"Pro"
256	"Moderna"	1	"Pro"
257	"Johnson & Johnson"	0	"Pro"
257	"Novavax"	1	"Pro"
257	"CanSino Biologics"	0	"Pro"
257	"Sinovac"	0	"Pro"
257	"BioNTech/Pfizer"	1	"Pro"
257	"Bharat Biotech"	1	"Pro"
257	"AstraZeneca"	1	"Pro"
257	"Moderna"	1	"Pro"
258	"AstraZeneca"	1	"Pro"
258	"Novavax"	1	"Pro"
258	"Sinovac"	1	"Pro"
258	"BioNTech/Pfizer"	1	"Pro"
258	"Moderna"	1	"Pro"
258	"CanSino Biologics"	1	"Pro"
258	"Bharat Biotech"	1	"Pro"
258	"Johnson & Johnson"	1	"Pro"
259	"CanSino Biologics"	0	"Pro"
259	"Moderna"	1	"Pro"
259	"AstraZeneca"	1	"Pro"
259	"Sinovac"	0	"Pro"
259	"Bharat Biotech"	0	"Pro"
259	"Johnson & Johnson"	0	"Pro"
259	"Novavax"	1	"Pro"
259	"BioNTech/Pfizer"	1	"Pro"
260	"Moderna"	1	"Pro"
260	"Novavax"	1	"Pro"
260	"AstraZeneca"	1	"Pro"
260	"Johnson & Johnson"	1	"Pro"
260	"Sinovac"	1	"Pro"
260	"Bharat Biotech"	1	"Pro"
260	"CanSino Biologics"	1	"Pro"
260	"BioNTech/Pfizer"	1	"Pro"
261	"Johnson & Johnson"	1	"Pro"
261	"Moderna"	1	"Pro"
261	"Bharat Biotech"	0	"Pro"
261	"AstraZeneca"	1	"Pro"
261	"CanSino Biologics"	0	"Pro"
261	"BioNTech/Pfizer"	1	"Pro"
261	"Novavax"	1	"Pro"
261	"Sinovac"	0	"Pro"
262	"Sinovac"	0	"Pro"
262	"CanSino Biologics"	0	"Pro"
262	"BioNTech/Pfizer"	1	"Pro"
262	"Novavax"	1	"Pro"
262	"Moderna"	1	"Pro"
262	"Bharat Biotech"	1	"Pro"
262	"Johnson & Johnson"	0	"Pro"
262	"AstraZeneca"	1	"Pro"
263	"Johnson & Johnson"	0	"Neutral"
263	"Moderna"	0	"Neutral"
263	"Novavax"	0	"Neutral"
263	"AstraZeneca"	1	"Neutral"
263	"Bharat Biotech"	1	"Neutral"
263	"BioNTech/Pfizer"	1	"Neutral"
263	"Sinovac"	0	"Neutral"
263	"CanSino Biologics"	0	"Neutral"
264	"Moderna"	1	"Pro"
264	"AstraZeneca"	1	"Pro"
264	"Sinovac"	0	"Pro"
264	"Johnson & Johnson"	0	"Pro"
264	"BioNTech/Pfizer"	1	"Pro"
264	"Bharat Biotech"	0	"Pro"
264	"Novavax"	0	"Pro"
264	"CanSino Biologics"	0	"Pro"
265	"CanSino Biologics"	0	"Pro"
265	"Bharat Biotech"	1	"Pro"
265	"Moderna"	1	"Pro"
265	"Johnson & Johnson"	0	"Pro"
265	"AstraZeneca"	0	"Pro"
265	"Novavax"	1	"Pro"
265	"BioNTech/Pfizer"	0	"Pro"
265	"Sinovac"	0	"Pro"
266	"CanSino Biologics"	0	"Neutral"
266	"Johnson & Johnson"	1	"Neutral"
266	"Moderna"	1	"Neutral"
266	"AstraZeneca"	1	"Neutral"
266	"BioNTech/Pfizer"	1	"Neutral"
266	"Sinovac"	0	"Neutral"
266	"Novavax"	0	"Neutral"
266	"Bharat Biotech"	0	"Neutral"
267	"CanSino Biologics"	0	"Neutral"
267	"Johnson & Johnson"	0	"Neutral"
267	"Moderna"	0	"Neutral"
267	"AstraZeneca"	0	"Neutral"
267	"Novavax"	0	"Neutral"
267	"Bharat Biotech"	0	"Neutral"
267	"BioNTech/Pfizer"	1	"Neutral"
267	"Sinovac"	0	"Neutral"
268	"AstraZeneca"	1	"Neutral"
268	"BioNTech/Pfizer"	1	"Neutral"
268	"Moderna"	1	"Neutral"
268	"Bharat Biotech"	1	"Neutral"
268	"Sinovac"	0	"Neutral"
268	"CanSino Biologics"	0	"Neutral"
268	"Johnson & Johnson"	0	"Neutral"
268	"Novavax"	1	"Neutral"
269	"Moderna"	1	"Pro"
269	"CanSino Biologics"	1	"Pro"
269	"Sinovac"	1	"Pro"
269	"Bharat Biotech"	1	"Pro"
269	"Novavax"	1	"Pro"
269	"BioNTech/Pfizer"	1	"Pro"
269	"AstraZeneca"	1	"Pro"
269	"Johnson & Johnson"	1	"Pro"
270	"BioNTech/Pfizer"	1	"Pro"
270	"AstraZeneca"	1	"Pro"
270	"Sinovac"	0	"Pro"
270	"Moderna"	1	"Pro"
270	"Johnson & Johnson"	0	"Pro"
270	"Bharat Biotech"	0	"Pro"
270	"Novavax"	0	"Pro"
270	"CanSino Biologics"	0	"Pro"
271	"Johnson & Johnson"	1	"Pro"
271	"BioNTech/Pfizer"	1	"Pro"
271	"CanSino Biologics"	1	"Pro"
271	"Bharat Biotech"	1	"Pro"
271	"Sinovac"	0	"Pro"
271	"AstraZeneca"	1	"Pro"
271	"Moderna"	1	"Pro"
271	"Novavax"	1	"Pro"
272	"CanSino Biologics"	0	"Anti"
272	"Moderna"	0	"Anti"
272	"BioNTech/Pfizer"	0	"Anti"
272	"AstraZeneca"	0	"Anti"
272	"Bharat Biotech"	0	"Anti"
272	"Johnson & Johnson"	0	"Anti"
272	"Novavax"	0	"Anti"
272	"Sinovac"	0	"Anti"
273	"Novavax"	1	"Pro"
273	"Sinovac"	0	"Pro"
273	"BioNTech/Pfizer"	1	"Pro"
273	"CanSino Biologics"	0	"Pro"
273	"AstraZeneca"	1	"Pro"
273	"Johnson & Johnson"	0	"Pro"
273	"Moderna"	1	"Pro"
273	"Bharat Biotech"	1	"Pro"
274	"BioNTech/Pfizer"	1	"Pro"
274	"Moderna"	1	"Pro"
274	"Sinovac"	0	"Pro"
274	"Bharat Biotech"	1	"Pro"
274	"Johnson & Johnson"	0	"Pro"
274	"Novavax"	1	"Pro"
274	"AstraZeneca"	1	"Pro"
274	"CanSino Biologics"	1	"Pro"
275	"Bharat Biotech"	1	"Pro"
275	"CanSino Biologics"	0	"Pro"
275	"Novavax"	1	"Pro"
275	"AstraZeneca"	0	"Pro"
275	"BioNTech/Pfizer"	0	"Pro"
275	"Johnson & Johnson"	0	"Pro"
275	"Moderna"	0	"Pro"
275	"Sinovac"	0	"Pro"
276	"CanSino Biologics"	0	"Neutral"
276	"Novavax"	0	"Neutral"
276	"Sinovac"	0	"Neutral"
276	"Moderna"	0	"Neutral"
276	"AstraZeneca"	0	"Neutral"
276	"Bharat Biotech"	1	"Neutral"
276	"Johnson & Johnson"	1	"Neutral"
276	"BioNTech/Pfizer"	1	"Neutral"
277	"CanSino Biologics"	0	"Pro"
277	"Bharat Biotech"	1	"Pro"
277	"BioNTech/Pfizer"	1	"Pro"
277	"Sinovac"	0	"Pro"
277	"Johnson & Johnson"	1	"Pro"
277	"AstraZeneca"	1	"Pro"
277	"Moderna"	1	"Pro"
277	"Novavax"	0	"Pro"
278	"Novavax"	1	"Pro"
278	"Moderna"	1	"Pro"
278	"CanSino Biologics"	1	"Pro"
278	"Sinovac"	1	"Pro"
278	"BioNTech/Pfizer"	1	"Pro"
278	"AstraZeneca"	1	"Pro"
278	"Johnson & Johnson"	1	"Pro"
278	"Bharat Biotech"	1	"Pro"
279	"Bharat Biotech"	1	"Pro"
279	"Johnson & Johnson"	1	"Pro"
279	"Moderna"	1	"Pro"
279	"BioNTech/Pfizer"	1	"Pro"
279	"CanSino Biologics"	1	"Pro"
279	"Novavax"	1	"Pro"
279	"AstraZeneca"	1	"Pro"
279	"Sinovac"	1	"Pro"
280	"Sinovac"	1	"Pro"
280	"Moderna"	1	"Pro"
280	"Johnson & Johnson"	0	"Pro"
280	"CanSino Biologics"	0	"Pro"
280	"AstraZeneca"	0	"Pro"
280	"Novavax"	1	"Pro"
280	"BioNTech/Pfizer"	0	"Pro"
280	"Bharat Biotech"	1	"Pro"
281	"Bharat Biotech"	0	"Pro"
281	"Johnson & Johnson"	0	"Pro"
281	"CanSino Biologics"	1	"Pro"
281	"BioNTech/Pfizer"	1	"Pro"
281	"AstraZeneca"	1	"Pro"
281	"Novavax"	1	"Pro"
281	"Moderna"	1	"Pro"
281	"Sinovac"	0	"Pro"
282	"Moderna"	1	"Pro"
282	"AstraZeneca"	0	"Pro"
282	"Bharat Biotech"	0	"Pro"
282	"Johnson & Johnson"	0	"Pro"
282	"Novavax"	0	"Pro"
282	"Sinovac"	0	"Pro"
282	"CanSino Biologics"	0	"Pro"
282	"BioNTech/Pfizer"	1	"Pro"
283	"Bharat Biotech"	1	"Pro"
283	"Sinovac"	0	"Pro"
283	"Moderna"	1	"Pro"
283	"Johnson & Johnson"	0	"Pro"
283	"CanSino Biologics"	1	"Pro"
283	"Novavax"	1	"Pro"
283	"AstraZeneca"	0	"Pro"
283	"BioNTech/Pfizer"	1	"Pro"
284	"CanSino Biologics"	1	"Anti"
284	"BioNTech/Pfizer"	0	"Anti"
284	"Bharat Biotech"	1	"Anti"
284	"AstraZeneca"	1	"Anti"
284	"Sinovac"	0	"Anti"
284	"Moderna"	1	"Anti"
284	"Johnson & Johnson"	1	"Anti"
284	"Novavax"	1	"Anti"
285	"Johnson & Johnson"	1	"Pro"
285	"Novavax"	0	"Pro"
285	"AstraZeneca"	1	"Pro"
285	"BioNTech/Pfizer"	1	"Pro"
285	"Bharat Biotech"	0	"Pro"
285	"Sinovac"	0	"Pro"
285	"CanSino Biologics"	0	"Pro"
285	"Moderna"	1	"Pro"
286	"Johnson & Johnson"	1	"Pro"
286	"AstraZeneca"	1	"Pro"
286	"Moderna"	1	"Pro"
286	"Bharat Biotech"	0	"Pro"
286	"BioNTech/Pfizer"	1	"Pro"
286	"Novavax"	0	"Pro"
286	"Sinovac"	0	"Pro"
286	"CanSino Biologics"	0	"Pro"
287	"AstraZeneca"	1	"Pro"
287	"Moderna"	1	"Pro"
287	"CanSino Biologics"	1	"Pro"
287	"Sinovac"	1	"Pro"
287	"Novavax"	1	"Pro"
287	"Bharat Biotech"	1	"Pro"
287	"BioNTech/Pfizer"	1	"Pro"
287	"Johnson & Johnson"	1	"Pro"
288	"AstraZeneca"	1	"Pro"
288	"CanSino Biologics"	0	"Pro"
288	"Sinovac"	1	"Pro"
288	"Novavax"	1	"Pro"
288	"Bharat Biotech"	1	"Pro"
288	"BioNTech/Pfizer"	1	"Pro"
288	"Moderna"	1	"Pro"
288	"Johnson & Johnson"	0	"Pro"
289	"Sinovac"	1	"Pro"
289	"BioNTech/Pfizer"	1	"Pro"
289	"Novavax"	1	"Pro"
289	"AstraZeneca"	1	"Pro"
289	"Johnson & Johnson"	1	"Pro"
289	"CanSino Biologics"	1	"Pro"
289	"Moderna"	1	"Pro"
289	"Bharat Biotech"	1	"Pro"
290	"CanSino Biologics"	1	"Pro"
290	"Moderna"	1	"Pro"
290	"Novavax"	1	"Pro"
290	"Sinovac"	0	"Pro"
290	"Johnson & Johnson"	0	"Pro"
290	"BioNTech/Pfizer"	1	"Pro"
290	"Bharat Biotech"	0	"Pro"
290	"AstraZeneca"	0	"Pro"
291	"CanSino Biologics"	1	"Pro"
291	"Novavax"	1	"Pro"
291	"Sinovac"	1	"Pro"
291	"Moderna"	1	"Pro"
291	"AstraZeneca"	1	"Pro"
291	"BioNTech/Pfizer"	1	"Pro"
291	"Bharat Biotech"	1	"Pro"
291	"Johnson & Johnson"	1	"Pro"
292	"Bharat Biotech"	0	"Pro"
292	"Sinovac"	0	"Pro"
292	"Johnson & Johnson"	1	"Pro"
292	"BioNTech/Pfizer"	1	"Pro"
292	"Moderna"	1	"Pro"
292	"AstraZeneca"	1	"Pro"
292	"CanSino Biologics"	0	"Pro"
292	"Novavax"	0	"Pro"
293	"Bharat Biotech"	1	"Pro"
293	"BioNTech/Pfizer"	1	"Pro"
293	"Moderna"	1	"Pro"
293	"Sinovac"	0	"Pro"
293	"CanSino Biologics"	0	"Pro"
293	"AstraZeneca"	1	"Pro"
293	"Novavax"	1	"Pro"
293	"Johnson & Johnson"	1	"Pro"
294	"Bharat Biotech"	0	"Anti"
294	"Johnson & Johnson"	0	"Anti"
294	"AstraZeneca"	0	"Anti"
294	"Moderna"	0	"Anti"
294	"Novavax"	0	"Anti"
294	"BioNTech/Pfizer"	0	"Anti"
294	"Sinovac"	0	"Anti"
294	"CanSino Biologics"	0	"Anti"
295	"Novavax"	1	"Pro"
295	"Sinovac"	0	"Pro"
295	"Moderna"	0	"Pro"
295	"Johnson & Johnson"	1	"Pro"
295	"BioNTech/Pfizer"	1	"Pro"
295	"Bharat Biotech"	1	"Pro"
295	"CanSino Biologics"	1	"Pro"
295	"AstraZeneca"	1	"Pro"
296	"BioNTech/Pfizer"	1	"Pro"
296	"AstraZeneca"	1	"Pro"
296	"Moderna"	1	"Pro"
296	"Johnson & Johnson"	0	"Pro"
296	"Bharat Biotech"	1	"Pro"
296	"CanSino Biologics"	0	"Pro"
296	"Novavax"	0	"Pro"
296	"Sinovac"	0	"Pro"
297	"Moderna"	0	"Neutral"
297	"Johnson & Johnson"	1	"Neutral"
297	"Sinovac"	0	"Neutral"
297	"Novavax"	1	"Neutral"
297	"Bharat Biotech"	1	"Neutral"
297	"CanSino Biologics"	0	"Neutral"
297	"AstraZeneca"	1	"Neutral"
297	"BioNTech/Pfizer"	0	"Neutral"
298	"CanSino Biologics"	0	"Pro"
298	"AstraZeneca"	1	"Pro"
298	"BioNTech/Pfizer"	1	"Pro"
298	"Johnson & Johnson"	1	"Pro"
298	"Sinovac"	0	"Pro"
298	"Moderna"	0	"Pro"
298	"Novavax"	0	"Pro"
298	"Bharat Biotech"	1	"Pro"
299	"CanSino Biologics"	1	"Pro"
299	"Johnson & Johnson"	1	"Pro"
299	"BioNTech/Pfizer"	1	"Pro"
299	"Bharat Biotech"	1	"Pro"
299	"Novavax"	1	"Pro"
299	"Sinovac"	1	"Pro"
299	"AstraZeneca"	1	"Pro"
299	"Moderna"	1	"Pro"
300	"Sinovac"	0	"Neutral"
300	"CanSino Biologics"	0	"Neutral"
300	"AstraZeneca"	0	"Neutral"
300	"Bharat Biotech"	0	"Neutral"
300	"BioNTech/Pfizer"	0	"Neutral"
300	"Moderna"	0	"Neutral"
300	"Johnson & Johnson"	0	"Neutral"
300	"Novavax"	0	"Neutral"
301	"CanSino Biologics"	1	"Anti"
301	"Sinovac"	0	"Anti"
301	"Novavax"	1	"Anti"
301	"Bharat Biotech"	1	"Anti"
301	"Johnson & Johnson"	1	"Anti"
301	"BioNTech/Pfizer"	1	"Anti"
301	"Moderna"	1	"Anti"
301	"AstraZeneca"	1	"Anti"
